Date,Open,High,Low,Close,Volume
2017-09-25 21:00:00,3928.00000000,3976.99000000,3850.05000000,3882.35000000,526.72798700
2017-09-26 21:00:00,3882.36000000,4249.94000000,3872.81000000,4193.00000000,628.17096600
2017-09-27 21:00:00,4192.11000000,4300.00000000,4101.00000000,4174.50000000,849.78532500
2017-09-28 21:00:00,4178.98000000,4263.86000000,3952.01000000,4174.69000000,1602.30956500
2017-09-29 21:00:00,4175.00000000,4380.00000000,4138.10000000,4378.51000000,720.35318300
2017-09-30 21:00:00,4378.49000000,4406.52000000,4240.04000000,4378.48000000,726.96368500
2017-10-01 21:00:00,4400.00000000,4561.63000000,4360.00000000,4380.00000000,655.75697400
2017-10-02 21:00:00,4380.00000000,4467.33000000,4180.80000000,4310.00000000,1082.32356300
2017-10-03 21:00:00,4314.90000000,4373.00000000,4142.00000000,4208.59000000,868.46510100
2017-10-04 21:00:00,4208.59000000,4355.00000000,4110.00000000,4292.43000000,779.13863800
2017-10-05 21:00:00,4318.99000000,4417.00000000,4292.00000000,4369.00000000,506.52917600
2017-10-06 21:00:00,4369.00000000,4479.50000000,4312.56000000,4423.00000000,297.59750000
2017-10-07 21:00:00,4425.00000000,4658.00000000,4425.00000000,4640.00000000,518.46200400
2017-10-08 21:00:00,4640.00000000,4889.98000000,4550.00000000,4786.95000000,646.46314500
2017-10-09 21:00:00,4786.95000000,4960.00000000,4680.59000000,4783.06000000,1043.22177300
2017-10-10 21:00:00,4783.06000000,4881.61000000,4710.00000000,4821.43000000,753.42939600
2017-10-11 21:00:00,4821.43000000,5439.99000000,4810.16000000,5430.00000000,1276.70148200
2017-10-12 21:00:00,5439.99000000,5846.17000000,5379.84000000,5649.98000000,1879.82762000
2017-10-13 21:00:00,5650.00000000,5900.00000000,5580.01000000,5869.99000000,970.75904600
2017-10-14 21:00:00,5855.03000000,5922.30000000,5400.01000000,5709.99000000,1343.52337500
2017-10-15 22:00:00,5710.00000000,5788.91000000,5585.19000000,5760.02000000,1528.99646200
2017-10-16 22:00:00,5760.00000000,5774.98000000,5508.63000000,5595.00000000,1429.86937600
2017-10-17 22:00:00,5595.00000000,5596.00000000,5037.95000000,5512.06000000,2317.80437300
2017-10-18 22:00:00,5513.00000000,5710.00000000,5490.26000000,5683.90000000,1881.72210700
2017-10-19 22:00:00,5683.31000000,6110.00000000,5600.00000000,6010.01000000,1972.97722000
2017-10-20 22:00:00,6013.72000000,6171.00000000,5850.03000000,6024.97000000,1664.30769300
2017-10-21 22:00:00,6003.27000000,6060.00000000,5720.03000000,5950.02000000,1362.09221600
2017-10-22 22:00:00,5975.00000000,6080.00000000,5621.03000000,5915.93000000,1812.55771500
2017-10-23 22:00:00,5909.47000000,5925.00000000,5450.00000000,5477.03000000,2580.41876700
2017-10-24 22:00:00,5506.92000000,5704.96000000,5286.98000000,5689.99000000,2282.81320500
2017-10-25 22:00:00,5670.10000000,5939.99000000,5650.00000000,5861.77000000,1972.96588200
2017-10-26 22:00:00,5861.77000000,5980.00000000,5649.24000000,5768.83000000,1403.70641600
2017-10-27 22:00:00,5768.79000000,5850.02000000,5630.03000000,5719.64000000,1276.75441200
2017-10-28 22:00:00,5709.98000000,6189.88000000,5648.01000000,6169.98000000,1804.77817300
2017-10-29 22:00:00,6133.01000000,6248.68000000,6030.00000000,6120.50000000,1473.68704300
2017-10-30 22:00:00,6120.52000000,6498.01000000,6100.00000000,6463.00000000,1511.77492500
2017-10-31 22:00:00,6463.00000000,6774.67000000,6338.02000000,6753.98000000,1675.61518800
2017-11-01 22:00:00,6753.98000000,7300.00000000,6685.10000000,7019.98000000,2503.61080300
2017-11-02 22:00:00,7010.31000000,7346.34000000,6923.00000000,7115.04000000,1891.49759200
2017-11-03 22:00:00,7115.02000000,7480.99000000,6901.00000000,7357.09000000,1399.19176700
2017-11-04 22:00:00,7357.27000000,7590.25000000,7279.02000000,7345.01000000,1207.83233000
2017-11-05 22:00:00,7345.10000000,7401.00000000,6906.00000000,6960.12000000,1763.01926100
2017-11-06 22:00:00,6981.72000000,7198.49000000,6901.00000000,7064.04000000,1440.25949400
2017-11-07 22:00:00,7070.00000000,7770.02000000,6651.00000000,7303.00000000,2822.29880200
2017-11-08 22:00:00,7303.01000000,7392.00000000,7015.00000000,7079.99000000,1913.39830800
2017-11-09 22:00:00,7079.00000000,7279.91000000,6255.01000000,6506.98000000,3254.70410500
2017-11-10 22:00:00,6503.00000000,6797.98000000,6100.00000000,6245.05000000,2754.15686100
2017-11-11 22:00:00,6245.05000000,6630.00000000,5325.01000000,5811.03000000,4968.48306900
2017-11-12 22:00:00,5839.94000000,6697.47000000,5699.99000000,6465.99000000,2621.24303900
2017-11-13 22:00:00,6465.99000000,6684.98000000,6311.07000000,6574.99000000,1254.29253100
2017-11-14 22:00:00,6575.99000000,7298.00000000,6575.99000000,7240.06000000,1779.60584500
2017-11-15 22:00:00,7240.14000000,7940.00000000,7076.00000000,7864.50000000,2331.95675000
2017-11-16 22:00:00,7876.98000000,7989.00000000,7451.00000000,7699.19000000,3982.39592500
2017-11-17 22:00:00,7680.01000000,7819.99000000,7422.00000000,7761.94000000,3954.26647700
2017-11-18 22:00:00,7761.94000000,8123.15000000,7650.33000000,8038.00000000,3867.34044400
2017-11-19 22:00:00,8057.11000000,8319.99000000,7954.00000000,8212.00000000,3886.63434800
2017-11-20 22:00:00,8212.49000000,8400.00000000,7801.00000000,8119.51000000,4544.47401600
2017-11-21 22:00:00,8091.09000000,8322.68000000,8091.09000000,8205.92000000,3545.00571000
2017-11-22 22:00:00,8233.03000000,8260.00000000,8000.00000000,8019.99000000,4093.95268700
2017-11-23 22:00:00,8019.97000000,8369.00000000,7850.00000000,8138.00000000,4411.78911200
2017-11-24 22:00:00,8138.99000000,8734.78000000,8090.00000000,8700.01000000,4292.62368200
2017-11-25 22:00:00,8700.04000000,9350.00000000,8604.72000000,9128.02000000,4147.38023700
2017-11-26 22:00:00,9128.00000000,9654.28000000,9112.04000000,9650.00000000,4521.62570700
2017-11-27 22:00:00,9650.00000000,9939.00000000,9570.50000000,9896.80000000,4917.21098500
2017-11-28 22:00:00,9896.79000000,11300.03000000,8520.00000000,9687.88000000,13352.53871500
2017-11-29 22:00:00,9687.88000000,10900.00000000,8850.80000000,9838.96000000,9389.57432900
2017-11-30 22:00:00,9837.00000000,10898.00000000,9380.00000000,10782.99000000,6134.92363300
2017-12-01 22:00:00,10775.04000000,11190.00000000,10620.00000000,10890.01000000,4765.43975700
2017-12-02 22:00:00,10902.69000000,11825.00000000,10500.00000000,11165.41000000,5346.63652400
2017-12-03 22:00:00,11165.41000000,11600.00000000,10802.00000000,11579.00000000,4663.42456200
2017-12-04 22:00:00,11571.03000000,11853.00000000,11447.68000000,11699.99000000,5550.73205500
2017-12-05 22:00:00,11699.99000000,13615.23000000,11665.58000000,13550.05000000,6707.94631900
2017-12-06 22:00:00,13541.01000000,16649.96000000,13050.00000000,16599.00000000,7487.06569500
2017-12-07 22:00:00,16599.00000000,17204.99000000,14015.00000000,15880.00000000,17589.01313600
2017-12-08 22:00:00,15880.01000000,16269.30000000,12535.00000000,14656.07000000,13918.75868700
2017-12-09 22:00:00,14664.01000000,15720.12000000,12368.00000000,14899.98000000,16553.03717300
2017-12-10 22:00:00,14946.26000000,17470.00000000,14901.08000000,16587.97000000,11820.40176200
2017-12-11 22:00:00,16587.97000000,16976.45000000,15875.00000000,16349.99000000,9436.80241100
2017-12-12 22:00:00,16349.99000000,16546.00000000,14666.56000000,16033.29000000,12416.32880100
2017-12-13 22:00:00,16030.34000000,16445.00000000,15450.00000000,16334.98000000,11616.86715100
2017-12-14 22:00:00,16334.98000000,17991.00000000,16298.45000000,17539.83000000,9181.27394700
2017-12-15 22:00:00,17516.81000000,19539.00000000,17190.01000000,19102.66000000,4202.62870900
2017-12-16 22:00:00,19120.19000000,19798.68000000,18510.00000000,18860.02000000,9177.18343400
2017-12-17 22:00:00,18860.04000000,19300.00000000,17029.98000000,18856.25000000,10624.63307100
2017-12-18 22:00:00,18856.25000000,18950.00000000,16300.00000000,17295.20000000,13210.74822000
2017-12-19 22:00:00,17295.20000000,17720.35000000,14777.66000000,16488.98000000,13450.49669300
2017-12-20 22:00:00,16480.52000000,17309.50000000,14022.00000000,15492.64000000,20324.21730000
2017-12-21 22:00:00,15514.03000000,15699.34000000,10961.00000000,13326.61000000,36076.27117500
2017-12-22 22:00:00,13326.61000000,14950.00000000,12978.18000000,13300.00000000,13141.53887500
2017-12-23 22:00:00,13300.00000000,13819.99000000,11640.00000000,13500.00000000,28557.53498800
2017-12-24 22:00:00,13500.00000000,14300.00000000,12708.00000000,13699.34000000,15748.20760700
2017-12-25 22:00:00,13699.34000000,16050.00000000,13533.00000000,15689.01000000,15034.66810400
2017-12-26 22:00:00,15709.98000000,16498.05000000,14200.15000000,15459.99000000,14959.86472300
2017-12-27 22:00:00,15459.97000000,15539.99000000,13150.00000000,14182.11000000,21717.85801400
2017-12-28 22:00:00,14199.14000000,14981.00000000,13850.00000000,14378.90000000,18072.00811600
2017-12-29 22:00:00,14378.99000000,14398.85000000,11750.00000000,12440.01000000,19221.15803900
2017-12-30 22:00:00,12345.10000000,14050.11000000,12149.98000000,13716.36000000,11768.98971800
2017-12-31 22:00:00,13715.65000000,13818.55000000,12750.00000000,13380.00000000,8609.91584400
2018-01-01 22:00:00,13382.16000000,15473.49000000,12890.02000000,14675.11000000,20078.09211100
2018-01-02 22:00:00,14690.00000000,15307.56000000,14150.00000000,14919.51000000,15905.66763900
2018-01-03 22:00:00,14919.51000000,15280.00000000,13918.04000000,15059.54000000,21329.64957400
2018-01-04 22:00:00,15059.56000000,17176.24000000,14600.00000000,16960.39000000,23251.49112500
2018-01-05 22:00:00,16960.39000000,17143.13000000,16011.21000000,17069.79000000,18571.45750800
2018-01-06 22:00:00,17069.79000000,17099.96000000,15610.00000000,16150.03000000,12493.12555800
2018-01-07 22:00:00,16218.85000000,16322.30000000,12812.00000000,14902.54000000,26600.60991200
2018-01-08 22:00:00,14902.54000000,15500.00000000,14011.05000000,14400.00000000,14315.00425300
2018-01-09 22:00:00,14401.00000000,14955.66000000,13131.31000000,14907.09000000,17411.00165500
2018-01-10 22:00:00,14940.00000000,14968.68000000,11400.00000000,13238.78000000,33554.72375100
2018-01-11 22:00:00,13238.76000000,14109.78000000,12500.00000000,13740.01000000,16417.16213700
2018-01-12 22:00:00,13749.95000000,14580.00000000,13706.15000000,14210.00000000,12221.50852800
2018-01-13 22:00:00,14210.00000000,14339.50000000,12569.20000000,13474.99000000,17017.89432900
2018-01-14 22:00:00,13477.98000000,14249.99000000,13147.79000000,13539.93000000,14652.09470500
2018-01-15 22:00:00,13500.00000000,13542.93000000,9035.00000000,10900.00000000,63401.16917500
2018-01-16 22:00:00,10899.99000000,11680.99000000,9037.94000000,10988.79000000,72331.79664600
2018-01-17 22:00:00,10972.59000000,11878.82000000,10435.33000000,10961.97000000,48464.43493700
2018-01-18 22:00:00,10960.00000000,11795.00000000,10360.00000000,11474.98000000,34129.37542100
2018-01-19 22:00:00,11474.98000000,13099.00000000,11412.45000000,12799.94000000,28768.85782700
2018-01-20 22:00:00,12799.80000000,12799.80000000,10965.00000000,11530.00000000,41379.77342600
2018-01-21 22:00:00,11530.00000000,11926.35000000,9900.24000000,10760.05000000,43752.60679100
2018-01-22 22:00:00,10760.05000000,11399.00000000,9905.00000000,10799.18000000,37473.92255200
2018-01-23 22:00:00,10799.14000000,11570.48000000,10500.00000000,11349.99000000,27158.58776200
2018-01-24 22:00:00,11349.96000000,11794.05000000,10950.21000000,11175.27000000,20839.95418300
2018-01-25 22:00:00,11184.70000000,11643.00000000,10311.15000000,11089.00000000,33056.87196000
2018-01-26 22:00:00,11089.00000000,11650.00000000,10842.69000000,11491.00000000,18860.76834500
2018-01-27 22:00:00,11499.98000000,12244.00000000,11408.00000000,11879.95000000,16887.33952400
2018-01-28 22:00:00,11879.95000000,11975.02000000,11139.55000000,11251.00000000,14170.37753800
2018-01-29 22:00:00,11250.11000000,11308.42000000,9900.00000000,10237.51000000,25554.37294600
2018-01-30 22:00:00,10230.00000000,10425.85000000,9700.00000000,10285.10000000,18015.95680500
